,Team,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Arena,Attend.,Attend./G,Year
891,Cleveland Cavaliers,21,45,17,49,-7.2,-0.14,-7.34,101.1,108.9,-7.8,91.3,0.307,0.238,0.505,0.463,14.3,28.9,0.22,Quicken Loans Arena,525577.0,15927.0,2012
892,Charlotte Bobcats,7,59,7,59,-13.91,-0.05,-13.96,95.2,110.4,-15.2,91.1,0.276,0.169,0.483,0.439,13.9,23.6,0.206,Time Warner Cable Arena,486984.0,14757.0,2012
893,Oklahoma City Thunder,60,22,64,18,9.21,-0.06,9.15,112.4,102.6,9.8,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,Chesapeake Energy Arena,746323.0,18203.0,2013
894,Miami Heat,66,16,62,20,7.87,-0.84,7.03,112.3,103.7,8.6,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,AmericanAirlines Arena,819290.0,19983.0,2013
895,Los Angeles Clippers,56,26,59,23,6.45,-0.02,6.43,110.6,103.6,7.0,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,STAPLES Center,788293.0,19227.0,2013
896,San Antonio Spurs,58,24,58,24,6.4,0.27,6.67,108.3,101.6,6.7,94.2,0.258,0.264,0.568,0.531,14.0,20.5,0.204,AT&T Center,755700.0,18432.0,2013
897,Denver Nuggets,57,25,55,27,5.09,0.28,5.37,110.4,105.1,5.3,95.1,0.308,0.217,0.549,0.515,13.6,31.4,0.216,Pepsi Center,730616.0,17820.0,2013
898,New York Knicks,54,28,53,29,4.23,-0.5,3.73,111.1,106.3,4.8,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,Madison Square Garden (IV),780353.0,19033.0,2013
899,Memphis Grizzlies,56,26,54,28,4.15,0.18,4.32,104.9,100.3,4.6,88.4,0.261,0.166,0.514,0.472,13.3,31.0,0.202,FedEx Forum,681613.0,16625.0,2013
900,Indiana Pacers,49,32,52,29,4.02,-0.69,3.34,104.3,99.8,4.5,90.2,0.293,0.245,0.521,0.479,14.3,30.3,0.219,Bankers Life Fieldhouse,626069.0,15270.0,2013
901,Houston Rockets,45,37,50,32,3.48,0.22,3.69,109.7,106.1,3.6,96.1,0.308,0.349,0.564,0.525,14.9,26.4,0.232,Toyota Center,683564.0,16672.0,2013
902,Brooklyn Nets,49,33,46,36,1.78,-0.53,1.25,108.2,106.2,2.0,88.8,0.299,0.269,0.536,0.498,14.0,30.9,0.219,Barclays Center,704702.0,17188.0,2013
903,Los Angeles Lakers,45,37,44,38,1.16,0.32,1.48,107.8,106.6,1.2,94.4,0.345,0.303,0.548,0.512,13.9,27.0,0.239,STAPLES Center,778877.0,18997.0,2013
904,Golden State Warriors,47,35,44,38,0.89,0.42,1.32,106.4,105.5,0.9,94.5,0.255,0.239,0.545,0.506,14.0,25.4,0.201,Oracle Arena,794320.0,19374.0,2013
905,Atlanta Hawks,44,38,42,40,0.4,-0.48,-0.08,104.8,104.4,0.4,92.6,0.244,0.286,0.546,0.517,14.2,22.2,0.174,Philips Arena,620146.0,15126.0,2013
906,Chicago Bulls,45,37,42,40,0.32,-0.33,-0.02,103.5,103.2,0.3,89.3,0.259,0.189,0.512,0.47,13.6,29.4,0.201,United Center,896944.0,21877.0,2013
907,Utah Jazz,43,39,41,41,-0.09,0.38,0.3,106.7,106.8,-0.1,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,EnergySolutions Arena,763915.0,18632.0,2013
908,Boston Celtics,41,40,40,41,-0.22,-0.4,-0.62,103.1,103.3,-0.2,91.7,0.263,0.215,0.542,0.503,14.1,20.1,0.204,TD Garden,744960.0,18624.0,2013
909,Dallas Mavericks,41,41,39,43,-0.6,0.36,-0.24,105.9,106.5,-0.6,94.1,0.242,0.236,0.544,0.506,13.0,21.8,0.192,American Airlines Center,821490.0,20036.0,2013
910,Milwaukee Bucks,38,44,37,45,-1.5,-0.33,-1.83,103.6,105.2,-1.6,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,BMO Harris Bradley Center,616469.0,15036.0,2013
911,Toronto Raptors,34,48,37,45,-1.48,-0.48,-1.96,105.9,107.5,-1.6,90.4,0.274,0.249,0.532,0.488,13.0,25.5,0.216,Air Canada Centre,743936.0,18145.0,2013
912,Minnesota Timberwolves,31,51,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,Target Center,669956.0,16340.0,2013
913,Washington Wizards,29,53,33,49,-2.54,-0.25,-2.78,100.2,103.0,-2.8,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,Verizon Center,670070.0,16343.0,2013
914,Portland Trail Blazers,33,49,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,Rose Garden Arena,813012.0,19830.0,2013
915,Philadelphia 76ers,34,48,31,51,-3.34,-0.17,-3.51,102.0,105.7,-3.7,91.0,0.2,0.209,0.509,0.481,12.5,24.9,0.146,Wells Fargo Center,685412.0,16717.0,2013
916,Detroit Pistons,29,53,29,53,-3.99,-0.34,-4.33,103.8,108.1,-4.3,90.8,0.282,0.217,0.521,0.487,14.3,28.3,0.197,The Palace of Auburn Hills,606094.0,14685.0,2013
917,New Orleans Hornets,27,55,30,52,-3.87,0.75,-3.12,105.7,110.1,-4.4,88.5,0.248,0.224,0.528,0.489,14.0,29.2,0.193,New Orleans Arena,565930.0,13803.0,2013
918,Cleveland Cavaliers,24,58,28,54,-4.68,-0.19,-4.87,104.3,109.4,-5.1,92.3,0.265,0.229,0.514,0.473,13.0,28.1,0.2,Quicken Loans Arena,663882.0,16192.0,2013
919,Sacramento Kings,28,54,28,54,-4.88,0.62,-4.26,106.2,111.4,-5.2,93.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,Sleep Train Arena,563743.0,13750.0,2013
920,Phoenix Suns,25,57,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,0.234,0.21,0.512,0.477,14.3,27.0,0.174,US Airways Center,632913.0,15437.0,2013
921,Orlando Magic,20,62,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,Amway Center,722716.0,17627.0,2013
922,Charlotte Bobcats,21,61,17,65,-9.23,-0.06,-9.29,101.5,111.5,-10.0,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,Time Warner Cable Arena,628293.0,15324.0,2013
923,San Antonio Spurs,62,20,61,21,7.72,0.28,8.0,110.5,102.4,8.1,95.0,0.24,0.257,0.571,0.537,13.5,22.7,0.188,AT&T Center,755031.0,18415.0,2014
924,Los Angeles Clippers,57,25,59,23,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.353,0.291,0.567,0.526,12.7,25.0,0.258,STAPLES Center,787692.0,19212.0,2014
925,Oklahoma City Thunder,59,23,58,24,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.303,0.271,0.566,0.52,14.0,26.5,0.244,Chesapeake Energy Arena,746323.0,18203.0,2014
926,Miami Heat,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.292,0.59,0.554,14.6,20.6,0.228,AmericanAirlines Arena,811036.0,19781.0,2014
927,Golden State Warriors,51,31,54,28,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.247,0.291,0.55,0.517,13.8,25.1,0.186,Oracle Arena,803436.0,19596.0,2014
928,Indiana Pacers,56,26,54,28,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,Bankers Life Fieldhouse,717542.0,17501.0,2014
929,Houston Rockets,54,28,53,29,4.56,0.5,5.06,111.0,106.3,4.7,96.3,0.386,0.33,0.571,0.531,14.6,27.4,0.275,Toyota Center,743082.0,18124.0,2014
930,Portland Trail Blazers,54,28,52,30,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.548,0.504,12.4,28.0,0.22,Moda Center,809612.0,19747.0,2014
931,Toronto Raptors,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,Air Canada Centre,748339.0,18252.0,2014
932,Phoenix Suns,48,34,48,34,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,0.519,14.0,26.4,0.222,US Airways Center,650739.0,15872.0,2014
933,Minnesota Timberwolves,40,42,48,34,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,0.486,12.2,27.4,0.249,Target Center,597157.0,14565.0,2014
934,Dallas Mavericks,49,33,48,34,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,American Airlines Center,817982.0,19951.0,2014
935,Chicago Bulls,48,34,47,35,1.85,-0.66,1.2,102.5,100.5,2.0,90.2,0.29,0.222,0.518,0.471,14.2,27.2,0.226,United Center,890370.0,21716.0,2014
936,Memphis Grizzlies,50,32,46,36,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,0.494,13.1,28.3,0.184,FedEx Forum,685458.0,16718.0,2014
937,Washington Wizards,44,38,45,37,1.27,-0.79,0.48,106.0,104.6,1.4,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,Verizon Center,698068.0,17026.0,2014
938,Charlotte Bobcats,43,39,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.297,0.219,0.522,0.481,11.7,21.9,0.219,Time Warner Cable Arena,636268.0,15519.0,2014
939,Atlanta Hawks,38,44,40,42,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.266,0.316,0.554,0.515,14.3,21.0,0.208,Philips Arena,587927.0,14231.0,2014
940,New York Knicks,37,45,39,43,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,Madison Square Garden (IV),812292.0,19812.0,2014
941,Brooklyn Nets,44,38,38,44,-1.0,-0.58,-1.58,106.7,107.7,-1.0,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.236,Barclays Center,707331.0,17252.0,2014
942,Denver Nuggets,36,46,35,47,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.306,0.278,0.536,0.497,14.0,27.5,0.222,Pepsi Center,692898.0,16900.0,2014
943,New Orleans Pelicans,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,0.495,12.9,26.9,0.22,Smoothie King Center,672029.0,16391.0,2014
944,Sacramento Kings,28,54,33,49,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,Sleep Train Arena,667949.0,16291.0,2014
945,Cleveland Cavaliers,33,49,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.236,0.518,0.479,13.0,27.2,0.201,Quicken Loans Arena,710522.0,17330.0,2014
946,Detroit Pistons,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,0.482,12.9,31.4,0.199,The Palace of Auburn Hills,616005.0,15025.0,2014
947,Boston Celtics,25,57,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,0.477,14.2,27.4,0.193,TD Garden,742400.0,18107.0,2014
948,Orlando Magic,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,Amway Center,666046.0,16245.0,2014
949,Los Angeles Lakers,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,STAPLES Center,771974.0,18829.0,2014
950,Utah Jazz,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,EnergySolutions Arena,745203.0,18176.0,2014
951,Milwaukee Bucks,15,67,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,0.274,0.231,0.519,0.479,14.1,27.1,0.204,BMO Harris Bradley Center,552067.0,13465.0,2014
952,Philadelphia 76ers,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,Wells Fargo Center,568632.0,13869.0,2014
953,Golden State Warriors,67,15,65,17,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,0.54,13.1,24.1,0.184,Oracle Arena,803436.0,19596.0,2015
954,Los Angeles Clippers,56,26,58,24,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,0.533,11.6,22.8,0.215,STAPLES Center,785892.0,19168.0,2015
955,San Antonio Spurs,55,27,58,24,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.269,0.555,0.517,13.1,23.4,0.2,AT&T Center,762855.0,18606.0,2015
956,Atlanta Hawks,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,Philips Arena,713909.0,17412.0,2015
957,Cleveland Cavaliers,53,29,53,29,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,0.52,13.4,26.8,0.216,Quicken Loans Arena,843042.0,20562.0,2015
958,Portland Trail Blazers,51,31,53,29,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,Moda Center,798368.0,19472.0,2015
959,Houston Rockets,56,26,50,32,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.548,0.512,15.0,26.8,0.223,Toyota Center,747412.0,18230.0,2015
960,Memphis Grizzlies,55,27,50,32,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,0.489,12.6,24.7,0.214,FedEx Forum,710502.0,17329.0,2015
961,Toronto Raptors,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.553,0.508,12.0,25.6,0.232,Air Canada Centre,809824.0,19752.0,2015
962,Chicago Bulls,50,32,50,32,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,0.489,12.9,27.0,0.238,United Center,886612.0,21625.0,2015
963,Dallas Mavericks,50,32,49,33,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,0.515,11.9,23.6,0.197,American Airlines Center,827702.0,20188.0,2015
964,Oklahoma City Thunder,45,37,47,35,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,0.492,13.1,28.9,0.214,Chesapeake Energy Arena,746323.0,18203.0,2015
965,New Orleans Pelicans,45,37,43,39,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,0.501,12.5,27.1,0.198,Smoothie King Center,683757.0,16677.0,2015
966,Washington Wizards,46,36,43,39,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,0.499,14.0,24.9,0.192,Verizon Center,747796.0,18239.0,2015
967,Milwaukee Bucks,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,0.499,15.5,25.4,0.195,BMO Harris Bradley Center,593910.0,14813.0,2015
968,Indiana Pacers,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,0.484,13.1,24.0,0.201,Bankers Life Fieldhouse,691434.0,16864.0,2015
969,Utah Jazz,38,44,42,40,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.274,0.531,0.494,14.6,29.1,0.214,EnergySolutions Arena,772059.0,18831.0,2015
970,Boston Celtics,40,42,41,41,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,0.489,12.5,24.7,0.176,TD Garden,721350.0,17594.0,2015
971,Phoenix Suns,39,43,38,44,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.191,US Airways Center,693862.0,16923.0,2015
972,Detroit Pistons,32,50,38,44,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,0.482,12.3,27.7,0.184,The Palace of Auburn Hills,625917.0,15266.0,2015
973,Miami Heat,37,45,33,49,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,0.5,14.5,23.2,0.227,AmericanAirlines Arena,808223.0,19713.0,2015
974,Brooklyn Nets,38,44,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.267,0.24,0.529,0.491,13.0,23.9,0.2,Barclays Center,698529.0,17037.0,2015
975,Charlotte Hornets,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.269,0.226,0.498,0.456,11.2,22.1,0.202,Time Warner Cable Arena,704886.0,17192.0,2015
976,Denver Nuggets,30,52,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,0.479,12.7,26.6,0.204,Pepsi Center,602707.0,14700.0,2015
977,Sacramento Kings,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.276,Sleep Train Arena,680049.0,16587.0,2015
978,Orlando Magic,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,0.494,14.0,23.1,0.168,Amway Center,688194.0,16785.0,2015
979,Los Angeles Lakers,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,0.276,0.22,0.513,0.473,12.1,25.4,0.204,STAPLES Center,768244.0,18738.0,2015
980,Minnesota Timberwolves,16,66,19,63,-8.79,0.79,-8.0,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,0.468,13.7,26.6,0.24,Target Center,595652.0,14416.0,2015
981,Philadelphia 76ers,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.288,0.319,0.494,0.459,16.0,25.5,0.195,Wells Fargo Center,571572.0,13941.0,2015
982,New York Knicks,17,65,17,65,-9.32,-0.18,-9.5,99.9,110.0,-10.1,91.2,0.234,0.24,0.508,0.47,14.0,24.5,0.18,Madison Square Garden (IV),812292.0,19812.0,2015
983,San Antonio Spurs,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.246,0.223,0.564,0.526,12.4,23.0,0.197,AT&T Center,756445.0,18450.0,2016
984,Golden State Warriors,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,Oracle Arena,803436.0,19596.0,2016
985,Oklahoma City Thunder,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,0.524,14.0,31.1,0.228,Chesapeake Energy Arena,746323.0,18203.0,2016
986,Cleveland Cavaliers,57,25,57,25,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,Quicken Loans Arena,843042.0,20562.0,2016
987,Toronto Raptors,56,26,53,29,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,Air Canada Centre,812863.0,19826.0,2016
988,Los Angeles Clippers,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,STAPLES Center,786910.0,19193.0,2016
989,Atlanta Hawks,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,Philips Arena,690150.0,16833.0,2016
990,Boston Celtics,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,TD Garden,749076.0,18270.0,2016
991,Charlotte Hornets,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,Time Warner Cable Arena,716894.0,17485.0,2016
992,Utah Jazz,40,42,46,36,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,0.501,14.2,25.9,0.213,Vivint Smart Home Arena,791489.0,19305.0,2016
993,Miami Heat,48,34,46,36,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,AmericanAirlines Arena,809350.0,19740.0,2016
994,Indiana Pacers,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,0.497,13.5,23.4,0.205,Bankers Life Fieldhouse,690733.0,16847.0,2016
995,Portland Trail Blazers,44,38,43,39,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,0.511,13.2,25.9,0.202,Moda Center,794085.0,19368.0,2016
996,Detroit Pistons,44,38,43,39,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,0.491,12.2,27.0,0.197,The Palace of Auburn Hills,677138.0,16516.0,2016
997,Houston Rockets,41,41,42,40,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,0.516,14.2,25.7,0.244,Toyota Center,737244.0,17982.0,2016
998,Dallas Mavericks,42,40,40,42,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,0.502,12.0,20.6,0.211,American Airlines Center,825901.0,20144.0,2016
999,Washington Wizards,41,41,40,42,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,Verizon Center,725426.0,17693.0,2016
1000,Chicago Bulls,42,40,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,United Center,894659.0,21821.0,2016
1001,Orlando Magic,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,0.5,12.8,23.1,0.175,Amway Center,719275.0,17515.0,2016
1002,Sacramento Kings,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,0.51,14.2,23.9,0.214,Sleep Train Arena,707526.0,17222.0,2016
1003,Memphis Grizzlies,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,FedEx Forum,701894.0,17119.0,2016
1004,New York Knicks,32,50,33,49,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,Madison Square Garden (IV),812292.0,19812.0,2016
1005,Denver Nuggets,33,49,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,Pepsi Center,577898.0,14095.0,2016
1006,Minnesota Timberwolves,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,Target Center,581178.0,14175.0,2016
1007,New Orleans Pelicans,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,Smoothie King Center,688549.0,16794.0,2016
1008,Milwaukee Bucks,33,49,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,BMO Harris Bradley Center,621808.0,15166.0,2016
1009,Phoenix Suns,23,59,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,Talking Stick Resort Arena,701405.0,17107.0,2016
1010,Brooklyn Nets,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,Barclays Center,620142.0,15125.0,2016
1011,Los Angeles Lakers,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,STAPLES Center,778877.0,18997.0,2016
1012,Philadelphia 76ers,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,Wells Fargo Center,614650.0,14991.0,2016
1013,Golden State Warriors,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,Oracle Arena,803436.0,19596.0,2017
1014,San Antonio Spurs,61,21,60,22,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,AT&T Center,755347.0,18423.0,2017
1015,Houston Rockets,55,27,55,27,5.77,0.08,5.84,114.7,109.0,5.7,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,Toyota Center,695903.0,16973.0,2017
1016,Toronto Raptors,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,Air Canada Centre,813050.0,19830.0,2017
1017,Los Angeles Clippers,51,31,52,30,4.29,0.13,4.42,112.7,108.2,4.5,96.1,0.312,0.329,0.574,0.537,12.0,21.5,0.233,STAPLES Center,782609.0,19088.0,2017
1018,Utah Jazz,51,31,52,30,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,Vivint Smart Home Arena,806142.0,19662.0,2017
1019,Cleveland Cavaliers,51,31,49,33,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,Quicken Loans Arena,843042.0,20562.0,2017
1020,Boston Celtics,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,TD Garden,760690.0,18553.0,2017
1021,Washington Wizards,49,33,46,36,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,Verizon Center,697107.0,17003.0,2017
1022,Miami Heat,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,AmericanAirlines Arena,805400.0,19644.0,2017
1023,Oklahoma City Thunder,47,35,43,39,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,Chesapeake Energy Arena,746323.0,18203.0,2017
1024,Memphis Grizzlies,43,39,42,40,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,FedEx Forum,677314.0,16520.0,2017
1025,Denver Nuggets,40,42,42,40,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,Pepsi Center,605585.0,14672.0,2017
1026,Chicago Bulls,41,41,42,40,0.43,-0.39,0.03,107.4,107.0,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27.0,0.206,United Center,888882.0,21680.0,2017
1027,Charlotte Hornets,36,46,42,40,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,Spectrum Center,710643.0,17333.0,2017
1028,Indiana Pacers,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,Bankers Life Fieldhouse,684578.0,16697.0,2017
1029,Milwaukee Bucks,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,BMO Harris Bradley Center,648952.0,15828.0,2017
